0.5	0.30275	0.31551	0.32887	0.34282	0.35677	0.37102	0.38586	0.40071	0.41584	0.4318	0.44783	0.46419	0.47989	0.49558	0.50961	0.52245	0.53284	0.54195	0.54863	0.55362
0.6	0.4164	0.43043	0.44479	0.45981	0.47484	0.4902	0.50557	0.52083	0.53629	0.55217	0.56883	0.58469	0.59989	0.61458	0.62731	0.63861	0.64705	0.65321	0.65714	0.65967
0.7	0.52208	0.53636	0.55065	0.56531	0.58074	0.59647	0.6125	0.62883	0.64479	0.66082	0.67685	0.69254	0.70657	0.71993	0.73128	0.74141	0.74957	0.75521	0.75892	0.761
0.8	0.63373	0.64824	0.66312	0.67848	0.69451	0.71058	0.72724	0.74393	0.76067	0.77733	0.79317	0.8072	0.82156	0.83425	0.84416	0.85186	0.85631	0.85839	0.85898	0.85913
0.9	0.76007	0.7764	0.7931	0.81033	0.82724	0.8443	0.86132	0.87766	0.89239	0.90597	0.91859	0.92933	0.9364	0.93952	0.94085	0.94174	0.94184	0.94206	0.94206	0.94206
0.95	0.83273	0.85	0.86746	0.88482	0.90166	0.91803	0.93267	0.94561	0.95424	0.96162	0.96688	0.97041	0.97184	0.97255	0.97296	0.97306	0.97306	0.97306	0.97316	0.97316
1	0.90809	0.92412	0.93985	0.95618	0.97151	0.98255	0.98949	0.99316	0.99551	0.99653	0.99714	0.99745	0.99757	0.99765	0.99765	0.99765	0.99765	0.99765	0.99765	0.99765
1.1	1.03265	1.0343	1.03551	1.03592	1.03636	1.03673	1.03714	1.03725	1.0374	1.03755	1.03755	1.03755	1.03755	1.03755	1.03755	1.03755	1.03755	1.03755	1.03755	1.03755
