0.5	0.73418	0.74621	0.75824	0.77027	0.7813	0.79232	0.80235	0.81237	0.8214	0.82942	0.83643	0.84044	0.84245	0.83944	0.83042	0.80636	0.75924	0.69709	0.58624	0.38223
0.6	0.74974	0.76168	0.77291	0.78516	0.79607	0.808	0.81916	0.83071	0.84229	0.85296	0.86318	0.87161	0.87784	0.88171	0.88354	0.88166	0.86962	0.84206	0.78451	0.68519
0.7	0.7659	0.77575	0.78658	0.79741	0.80912	0.81996	0.83229	0.8438	0.85435	0.86558	0.87578	0.88402	0.89084	0.89645	0.90006	0.90167	0.89966	0.88964	0.86317	0.81122
0.8	0.79099	0.80131	0.81105	0.82012	0.83182	0.842	0.85568	0.86579	0.87756	0.88709	0.89532	0.90205	0.90692	0.91107	0.91393	0.91498	0.91438	0.90902	0.89485	0.86847
0.9	0.82305	0.83215	0.84148	0.8514	0.86231	0.87206	0.88409	0.89471	0.90459	0.91142	0.91714	0.92033	0.92056	0.91853	0.91485	0.90952	0.90214	0.89224	0.8792	0.86221
0.95	0.84452	0.85323	0.86156	0.87038	0.88121	0.89242	0.90259	0.90972	0.91337	0.91454	0.91408	0.91003	0.90452	0.89808	0.89107	0.88264	0.87383	0.86319	0.85088	0.83535
1	0.86213	0.86992	0.87783	0.88549	0.89238	0.89596	0.89737	0.89692	0.89481	0.8915	0.88789	0.88258	0.87664	0.86935	0.86046	0.84972	0.83677	0.82281	0.80589	0.78772
1.1	0.86378	0.86339	0.86238	0.85937	0.85592	0.85034	0.8449	0.83938	0.83337	0.82635	0.81984	0.81282	0.8058	0.79787	0.78802	0.77723	0.7613	0.7454	0.7236	0.69968
